2013-05-24 01:11:48 Client 1132 (a) tClient 	 OnReadyRead 	 Получена команда номер 11
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/mask.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/mask.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/t-90_d.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/t-90_d.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/t-90_d.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/t-90_n.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/t-90_n.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/t-90_n.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/t-90_s.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/t-90_s.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/t-90_s.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/t-90kill_d.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/t-90kill_d.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/t-90kill_d.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/tracks_d.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/tracks_d.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/tracks_d.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/tracks_n.dds
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/tracks_n.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/tracks_n.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/vhc_t-90.bullet
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/vhc_t-90.bullet найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/vhc_t-90.bullet ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/vhc_t-90.mat
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/vhc_t-90.mat найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/vhc_t-90.mat ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/vhc_t-90.node
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/vhc_t-90.node найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/vhc_t-90.node ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/vhc_t-90.smesh
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/vhc_t-90/vhc_t-90.smesh найден в списке и снята блокировка на чтение логином a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/vhc_t-90/vhc_t-90.smesh ничем не блокирован и удаляется из таблицы файлов
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/vhc_t-90/vhc_t-90.xml
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 19:07:19 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 19:07:19 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
