2013-05-24 00:34:16 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 00:52:00 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 00:52:00 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 00:52:00 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/30mm.dds
2013-05-24 00:52:00 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 00:52:00 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 00:52:00 socket 	ReadReport	Report: 1
2013-05-24 00:52:00 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/30mm.dds завершен
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 00:52:00 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/30mm.dds
2013-05-24 00:52:00 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 00:52:00 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/gun_30mm.mat
2013-05-24 00:52:00 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 00:52:00 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 00:52:00 socket 	ReadReport	Report: 1
2013-05-24 00:52:00 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/gun_30mm.mat завершен
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 00:52:00 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/gun_30mm.mat
2013-05-24 00:52:00 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 00:52:00 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла Common/Jellyfish.jpg
2013-05-24 00:52:00 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 00:52:00 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 00:52:00 socket 	ReadReport	Report: 1
2013-05-24 00:52:00 tStreamReceiveFile 	ExeCommand	 Прием файла Common/Jellyfish.jpg завершен
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 00:52:00 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/Common/Jellyfish.jpg
2013-05-24 00:52:00 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из GUI CommitTransaction
2013-05-24 00:52:00 tClientGuiCommand 	GuiCommitTransaction	Коммит транзакции 
2013-05-24 00:52:00 socket 	OnCommand	Получена команда CommitTransaction
2013-05-24 00:52:00 tStreamCommitTransaction 	ExeCommand	 Отправка команды коммита транзакции 
2013-05-24 00:52:00 socket 	ReadReport	Report: 7
2013-05-24 00:52:00 tStreamReportCommitTransaction 	ExeCommand	 Коммит завершился успешно 
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из сокета ReportCommitTransaction
2013-05-24 00:52:00 tClientGuiCommand 	GuiCommitTransaction	отчет о коммите транзакции 
2013-05-24 00:52:00 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:00 tConveyor 	OnCommand	Выполнение команды из GUI VerifyMoveDelete
2013-05-24 00:52:00 tClientGuiCommand 	VerifyMoveDelete	 Команда проверки, замены и удаления локальных файлов
2013-05-24 00:52:08 tDatabaseOp 	PrepareUpdateLastSynch	НАЧАЛО ПОДГОТОВКИ ОБНОВЛЕНИЯ LAST 
2013-05-24 00:52:08 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:08 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:08 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:08 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:08 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:08 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:09 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:33 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:33 tConveyor 	OnCommand	Выполнение команды из GUI UpdateMainLocal
2013-05-24 00:52:33 tClientGuiCommand 	UpdateMainLocal	 Обновление локальных и Last таблиц 
2013-05-24 00:52:33 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 00:52:35 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 00:52:35 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:52:35 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:52:35 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 00:52:35 tModelsConveyor 	StartReceiveDeleteFiles	Формирование списка команд транзакции приема и удаления файлов на клиенте
2013-05-24 00:52:35 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте objects/gun_30mm/30mm.dds
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте objects/gun_30mm/gun_30mm.mat
2013-05-24 00:52:35 tConveyor 	DeletingFile	Подготовка команды удаления файла на клиенте Common/Jellyfish.jpg
2013-05-24 00:52:35 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (получение) 
2013-05-24 00:52:38 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции получения VerifyMoveDelete
2013-05-24 00:52:38 tConveyor 	AddCommitTransaction	Команда обновления локальных таблиц UpdateMainLocal
2013-05-24 00:52:38 tConveyor 	StartExecution	Начало выполнения списка команд 
2013-05-24 00:52:38 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:52:38 tConveyor 	OnCommand	Выполнение команды из GUI VerifyMoveDelete
2013-05-24 00:52:38 tClientGuiCommand 	VerifyMoveDelete	 Команда проверки, замены и удаления локальных файлов
2013-05-24 00:52:42 tDatabaseOp 	PrepareUpdateLastSynch	НАЧАЛО ПОДГОТОВКИ ОБНОВЛЕНИЯ LAST 
2013-05-24 00:52:42 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:42 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:42 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:42 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:43 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:43 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:52:43 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:01 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 00:53:01 tConveyor 	OnCommand	Выполнение команды из GUI UpdateMainLocal
2013-05-24 00:53:01 tClientGuiCommand 	UpdateMainLocal	 Обновление локальных и Last таблиц 
2013-05-24 00:53:01 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 00:53:02 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 00:53:02 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:53:02 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:53:02 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 00:53:02 tModelsConveyor 	StartReceiveDeleteFiles	Формирование списка команд транзакции приема и удаления файлов на клиенте
2013-05-24 00:53:02 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 00:53:02 tModelsConveyor 	StartReceiveDeleteFiles	Все модели приняты
2013-05-24 00:53:02 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 00:53:03 tDatabaseOp 	PrepareUpdateLastSynch	ОКОНЧАНИЕ ОБНОВЛЕНИЯ LAST 
2013-05-24 00:53:05 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 00:53:05 tConveyor 	OnCommand	Выполнение команды из GUI GetListModels
2013-05-24 00:53:05 tClientGuiCommand 	GetListModels	 Запрос списка моделей с сервера
2013-05-24 00:53:05 socket 	OnCommand	Получена команда GetListModels
2013-05-24 00:53:05 tGetServerListModels 	ExeCommand	 Запрос списка моделей с сервера 
2013-05-24 00:53:05 socket 	ReadReport	Report: 11
2013-05-24 00:53:05 tReportGetListServerModels 	ExeCommand	 Получение списка моделей с сервера 
